5.7485994207 5.2576869101 2.6364276044
0.3303091172 5.4879034018 4.7177471834
0.2678974466 5.656744528 3.2609979653
0.4195664867 1.0997096521 4.0101269313
5.1707716912 2.0127717306 1.0276643308
2.9734398698 2.133173022 1.9743512622
0.8513419883 4.0190684497 2.876881891
4.1614024112 0.9889400938 5.9254425291
4.5759758402 2.1311851106 6.1088174673
4.7971969082 4.3844084289 1.5235596087
1.5982286303 0.8066776899 5.1439977811
0.993298604 3.4200081039 4.607835256
1.3781844817 2.9971766885 5.5736407905
0.7291224022 4.750694887 3.3733724088
5.522002946 3.7065993007 2.9493473657
3.6714209724 1.8310277479 1.489645723
1.8640510642 1.047617956 4.8563692912
4.3756644664 0.8222657493 2.3141848251
5.9878829312 1.3048383341 2.6555048324
0.7615128866 0.8656543983 4.8236538802
5.0683676835 1.0596691845 2.637177636
6.1547526555 1.6288206912 5.8629733327
3.4912909555 2.4288455259 1.1073350478
1.829163258 5.4683235008 0.7632412272
1.4183860547 3.5127796731 0.7679828046
0.5896553539 1.9462520436 1.1386521888
5.1846650242 1.5478769072 6.0259904277
6.1415758032 6.1633013612 4.4244431763
5.946873843 3.810766731 0.8722149347
0.1754961564 0.9497627649 3.993537141
1.9267933752 0.4845816783 0.0333247803
0.1917387479 0.6676554305 0.2103027091
1.1546862366 5.8769012978 0.6828510924
4.4559325079 4.1754042075 4.4990374123
5.6893471433 5.6071934509 2.9816617759
5.5729345131 3.7443095729 6.1385519372
3.8601009223 3.7644895484 1.2681491732
2.9211978518 5.9273857806 0.4525249422
1.8962033113 3.1539447621 3.1359282202
0.8165796934 0.0314787875 6.0672129388
2.568363733 5.8735236302 5.9930925144
4.8325650643 4.2078949535 1.0719440211
0.2770696104 2.4976981275 4.796250232
4.9633684814 1.0892776945 2.1182693194
0.1559923794 2.8287894948 3.4735135469
5.8306858547 4.3239461052 5.76117966
1.9898087186 2.2637279246 2.97732646
2.7266138293 3.001229847 0.7404150417
3.4166526458 0.4870581633 0.8199956092
2.9862890653 2.7347770681 0.7991332697
2.4078307617 3.1287720835 1.5769402062
3.3447531789 0.2163868952 5.0617101278
4.9900377622 3.9825565131 1.090115043
5.1569371698 3.6973747924 0.2202868801
5.9400130768 5.5915085621 0.2224815018
4.5128606875 2.0413887281 3.4783480739
1.9463441059 2.811883069 5.2571700373
4.259337854 4.6384494407 0.3961669916
3.1463213167 0.1427627679 4.9908061777
1.8361393902 1.6354992787 0.0213759263
6.0665386352 0.5242095812 1.970588909
0.5982648587 1.7339217264 2.0361917373
3.7789091011 0.8137382494 1.8047760441
4.7469877841 0.218419772 3.4592059812
2.8442401103 1.9974297126 1.4142725276
0.0988117967 6.2134032715 4.7682052259
1.0170456022 0.0135319118 5.8702931854
5.1837414196 2.1018576524 0.7867713621
4.1792310628 1.8787088714 4.1401390489
6.1190392278 5.0698006035 3.9573607415
5.475717166 5.6371216616 2.4115566925
3.0236795815 0.8976165121 0.4018410088
5.9708303626 3.4853465625 5.0286162304
1.1402455147 1.5425217129 3.1809904604
2.3917192584 1.7436169294 2.090876052
1.9495255758 4.0273502551 3.3214890962
3.9744709692 1.6191687023 2.6526844131
3.5036157951 3.1167419498 3.7081674683
2.1652307383 2.3051794973 2.8343595098
1.6839392729 2.5468166726 4.0552980189
0.0312604731 1.6733383434 5.8769181418
